customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,CLV
2674,1,0,1,1,50,1,2,1,0,2,2,0,2,2,0,1,0,103.85,5017.9,Yes,0.845,5192.5
5664,0,0,1,0,63,1,2,1,0,0,0,2,0,0,1,1,1,81.2,4965.1,No,0.02,5115.6
6327,1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,116.1,8310.55,No,0.01,8243.1
463,0,0,0,0,53,1,2,1,0,2,2,0,2,2,2,0,2,105.55,5682.25,No,0.19,5594.15
1554,1,0,1,0,50,1,2,1,2,2,0,0,0,2,0,1,1,94.4,4914.9,No,0.06,4720.0
3741,0,0,1,0,56,1,0,1,2,2,2,0,2,2,1,1,1,105.6,6068.65,No,0.235,5913.599999999999
254,1,0,1,1,67,1,0,0,2,2,2,0,2,2,2,0,1,81.35,5398.6,No,0.055,5450.45
567,0,0,0,0,71,1,2,1,0,2,2,2,2,2,2,1,2,111.25,7984.15,No,0.035,7898.75
2709,1,0,1,1,72,1,2,1,2,0,2,0,2,2,1,1,0,106.1,7848.5,No,0.07,7639.2
2854,1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,65.55,4807.45,No,0.0,4719.599999999999
6479,0,0,1,0,63,1,2,0,2,2,0,0,2,2,1,1,1,79.7,4786.15,No,0.03,5021.1
585,0,0,1,1,68,1,2,1,0,2,0,2,2,2,2,1,1,103.75,7039.45,No,0.02,7055.0
1853,0,0,1,0,65,1,2,1,0,2,2,2,2,2,1,1,1,108.05,7118.9,No,0.035,7023.25
4323,0,0,1,0,72,0,1,0,2,2,2,2,2,2,2,0,0,65.5,4919.7,No,0.01,4716.0
4498,0,0,1,1,54,1,2,1,2,2,0,0,2,2,0,1,0,104.1,5645.8,No,0.115,5621.4
3413,0,1,0,0,56,1,2,0,2,0,2,2,0,2,2,0,0,73.25,4054.2,No,0.02,4102.0
2395,0,0,0,0,71,1,0,0,2,2,2,2,2,0,2,0,1,77.35,5550.1,No,0.01,5491.849999999999
3517,1,0,1,0,49,1,2,1,2,2,0,0,2,0,0,1,0,93.85,4733.1,No,0.11,4598.65
373,1,0,0,0,58,1,0,0,0,2,2,2,2,0,2,0,0,70.1,4048.95,No,0.055,4065.7999999999997
407,0,0,1,1,59,1,0,0,0,2,0,2,2,2,2,1,1,75.95,4542.35,No,0.005,4481.05
1955,1,0,0,0,71,1,2,1,2,0,2,2,2,2,2,1,2,108.05,7532.15,Yes,0.655,7671.55
4706,1,1,1,0,62,1,2,1,0,2,2,0,2,2,1,1,2,103.75,6383.35,Yes,0.205,6432.5
824,0,0,1,0,56,1,0,1,2,0,2,0,0,0,2,0,0,80.3,4513.65,No,0.01,4496.8
1971,0,1,1,0,53,1,2,1,0,0,0,0,2,2,1,1,1,95.85,5016.25,No,0.14,5080.049999999999
4677,0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,3,58.65,4145.25,No,0.005,4164.15
5425,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,1,3,80.1,5585.4,No,0.0,5687.099999999999
5275,0,1,1,0,45,1,0,1,0,0,2,0,0,2,0,1,2,86.1,3861.45,No,0.15,3874.4999999999995
5576,0,1,1,0,60,1,0,1,2,2,2,2,2,2,2,1,0,110.0,6668.35,No,0.06,6600.0
4777,0,0,0,0,47,1,2,1,2,0,2,0,2,0,1,0,1,94.9,4615.25,No,0.075,4460.3
5773,0,0,1,0,71,1,0,0,2,0,2,2,2,2,2,0,0,81.85,5924.4,No,0.0,5811.349999999999
4562,1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,0,114.7,7849.85,No,0.095,7799.6
3424,1,0,1,0,56,1,0,1,0,0,0,0,0,2,1,1,2,80.9,4557.5,No,0.2,4530.400000000001
2458,0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,99.3,4209.95,No,0.16,4269.9
548,0,0,0,0,52,1,2,0,2,0,2,2,2,0,1,0,1,74.0,3877.65,No,0.02,3848.0
4229,1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3706.95,Yes,0.785,3884.0
3399,0,1,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,112.4,8046.85,No,0.01,8092.8
3922,1,0,1,0,49,1,2,1,0,2,0,0,2,2,0,1,0,99.05,4853.75,Yes,0.775,4853.45
2936,0,0,1,1,59,1,2,1,0,2,0,2,0,2,0,1,0,96.65,5580.8,No,0.105,5702.35
3039,0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,4527.45,Yes,0.845,4694.5
6930,0,1,0,0,59,1,2,1,0,2,0,0,0,0,2,1,1,79.2,4590.35,No,0.04,4672.8
1187,1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,98.85,4564.9,No,0.375,4547.099999999999
6366,0,0,0,0,51,1,2,1,2,2,2,0,2,2,1,0,0,107.45,5680.9,No,0.085,5479.95
6049,1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,64.95,4523.25,No,0.02,4546.5
6104,0,0,1,1,71,1,2,1,2,0,2,2,0,2,2,0,2,100.45,7159.7,No,0.015,7131.95
6846,1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,89.55,6038.55,No,0.07,5999.849999999999
5476,1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,105.2,5637.85,No,0.07,5680.8
2910,0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,6253,No,0.03,6139.35
1470,0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,6293.45,No,0.02,6379.349999999999
4891,1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,89.45,4577.75,No,0.045,4651.400000000001
4878,0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4997.5,No,0.13,5052.0
1010,1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,4144.8,No,0.02,4165.0
2580,0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,4179.1,No,0.11,4125.0
5759,1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,4284.8,Yes,0.805,4120.35
2404,1,1,0,0,47,1,2,1,0,0,0,0,2,0,0,1,1,86.05,3865.6,No,0.475,4044.35
1208,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,8333.95,No,0.0,8254.800000000001
4867,1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,5264.25,No,0.055,5327.0
3730,0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,5936.55,No,0.075,6072.900000000001
3784,0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9,No,0.185,5646.0
6571,0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4991.5,No,0.01,4847.45
3344,0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,5831.2,No,0.0,5871.7
6434,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,8093.15,No,0.0,8208.0
4440,1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,5610.25,Yes,0.145,5664.0
3876,1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3953.15,No,0.135,4054.9
607,0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4872.2,No,0.045,4952.85
5739,0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,7413.55,No,0.08,7387.55
4822,1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3887.25,No,0.065,3984.2999999999997
307,1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,5538.35,No,0.005,5626.5
3809,1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3778,No,0.085,3866.5
2753,1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,4867.95,Yes,0.62,4995.25
5873,1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,5253.95,No,0.07,5216.400000000001
1574,0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,4300.45,No,0.07,4367.900000000001
6408,1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,4447.75,No,0.005,4432.0
1378,0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,4847.35,No,0.125,4941.65
6394,1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,4729.3,No,0.0,4596.349999999999
101,1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,4017.45,No,0.135,4098.400000000001
3145,1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,5826.65,No,0.165,5715.9
1054,1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,6066.55,No,0.045,5996.3
6609,0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4730.9,No,0.105,4731.75
4799,0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,5744.35,No,0.06,5779.2
6488,0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,4805.3,No,0.025,4884.0
1514,0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,6110.75,No,0.0,6184.8
2926,0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,4424.2,Yes,0.67,4381.5
4829,0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6,Yes,0.695,6092.799999999999
4420,1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,6671.7,No,0.02,6568.8
681,1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,5264.3,No,0.155,5308.8
1786,1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4818.8,No,0.005,4870.4
1657,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,6448.05,Yes,0.705,6498.85
5996,1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,7159.05,No,0.055,7164.099999999999
6806,1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,4159.45,No,0.14,4321.8
5101,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,6638.35,No,0.02,6271.3
4970,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,7168.25,No,0.005,7057.400000000001
1644,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,8317.95,No,0.0,8269.199999999999
3057,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,7544,No,0.005,7596.0
7014,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,4111.35,No,0.01,4334.4
2170,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,5899.85,No,0.005,6080.400000000001
5940,0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,5193.2,No,0.0,5239.0
2102,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,7530.8,No,0.12,7450.400000000001
4422,0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,5460.2,No,0.015,5642.0
885,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,7962.2,No,0.015,7963.2
6885,0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,3810.8,No,0.0,3841.2000000000003
115,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,8127.6,Yes,0.77,8088.5
4669,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,5124.55,Yes,0.775,5148.849999999999
2201,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,3928.3,No,0.02,3950.9999999999995
3350,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,5961.1,Yes,0.66,5870.5
2692,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,7133.25,Yes,0.865,6930.0
5452,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,4688.65,No,0.105,4675.2
1573,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,5985,No,0.12,5742.75
2870,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,4322.85,No,0.035,4398.55
5477,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,4549.05,No,0.03,4388.400000000001
5063,1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,5315.1,No,0.275,5349.6
2146,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,6474.4,No,0.035,6624.0
733,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,4421.95,No,0.005,4360.5
2962,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4904.85,No,0.13,5011.150000000001
4423,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,4484.05,No,0.005,4557.6
6349,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,3858.05,No,0.0,3795.7499999999995
2137,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,5815.15,No,0.01,5925.599999999999
1150,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3970.4,No,0.05,3874.3999999999996
776,1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,6145.2,No,0.035,6005.45
6624,0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,4904.25,No,0.045,4920.0
5713,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,5632.55,No,0.005,5539.2
5693,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,4888.2,No,0.005,4950.0
1557,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,6840.95,No,0.14,6869.599999999999
6691,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,6254.2,Yes,0.68,6403.2
4018,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,7412.25,No,0.025,7391.099999999999
4226,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,4039,No,0.15,3979.65
1231,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,6078.75,No,0.055,6145.75
3704,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,6603.8,No,0.105,6419.2
6563,1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,6373.1,No,0.1,5999.849999999999
6205,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5985.75,No,0.175,5988.0
2714,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,7869.05,No,0.01,7913.5
6176,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,6585.2,No,0.015,6532.0
6376,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,7227.45,No,0.03,7111.0
1701,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,5458.8,No,0.19,5672.4
2269,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,5244.45,No,0.035,5215.599999999999
3907,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,4507.15,No,0.05,4557.150000000001
1107,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4,No,0.035,3817.7999999999997
4503,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,4586.15,No,0.65,4548.599999999999
2134,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,5941.05,No,0.085,5979.0
6652,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,5731.45,No,0.125,5722.599999999999
6668,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,4456.65,No,0.14,4317.75
4285,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95,No,0.075,7272.6
3879,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,6547.7,Yes,0.075,6466.0
6937,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,4346.4,Yes,0.955,4292.7
6503,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4754.3,No,0.0,4687.2
1566,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,7213.75,No,0.03,7043.2
3545,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,5914.4,No,0.21,5980.8
5678,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4738.85,No,0.005,4676.099999999999
3110,0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4993.4,No,0.095,5103.8
2177,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,No,0.07,4036.65
1173,1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,6081.4,No,0.07,6032.0
323,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4735.35,No,0.09,4596.75
5597,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,5727.15,No,0.0,5708.400000000001
2022,1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,5514.95,No,0.035,5630.8
1126,0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95,No,0.3,6920.549999999999
1993,1,0,1,1,69,1,0,0,2,2,2,2,2,0,2,1,0,75.75,5388.15,No,0.0,5226.75
1419,0,0,1,1,72,1,2,0,0,2,0,2,2,2,2,1,2,78.95,5730.15,No,0.005,5684.400000000001
1918,1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4896.35,No,0.055,5058.9
3673,1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,6536.5,No,0.015,6599.25
1997,0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,6873.75,Yes,0.68,6772.5
6791,0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,5769.75,Yes,0.71,5623.299999999999
4938,0,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,81.55,4509.5,No,0.365,4485.25
3328,1,0,1,1,72,1,0,0,0,2,2,0,2,2,2,1,0,75.4,5480.25,No,0.04,5428.8
3525,1,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,96.1,4391.45,No,0.07,4516.7
1346,1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5,Yes,0.755,6567.0
677,0,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,60.65,3975.9,No,0.015,4124.2
2645,0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,1,0,109.05,7508.55,No,0.03,7415.4
5780,0,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,106.8,5347.95,No,0.37,5340.0
3779,1,0,1,0,48,1,2,1,2,2,2,0,2,0,2,1,0,96.9,4473.45,No,0.025,4651.200000000001
4102,0,0,1,1,70,1,0,0,0,2,2,2,2,2,2,1,0,80.4,5717.85,No,0.0,5628.0
2027,1,0,1,0,46,1,2,1,0,2,2,0,2,0,1,1,2,94.65,4312.5,No,0.055,4353.900000000001
4437,1,0,1,1,69,1,2,1,0,2,2,0,2,0,1,0,1,95.75,6511.25,No,0.105,6606.75
4515,1,1,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.1,7447.7,No,0.025,7495.2
2501,1,0,1,0,51,1,2,1,2,0,2,2,2,2,1,1,2,111.55,5720.35,No,0.165,5689.05
1324,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,90.95,6468.6,No,0.0,6548.400000000001
2155,1,0,1,1,67,1,2,1,0,2,2,0,0,0,1,0,2,87.4,5918.8,Yes,0.745,5855.8
4189,1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,81.5,5553.25,No,0.055,5623.5
4277,0,0,0,0,54,1,2,1,0,2,0,0,2,2,2,1,0,97.2,5129.45,No,0.085,5248.8
2030,0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,98.25,5508.35,Yes,0.675,5502.0
2463,1,0,1,0,68,1,0,0,2,2,2,0,0,2,2,0,0,70.95,4741.45,No,0.005,4824.6
1672,1,1,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,102.6,4009.2,No,0.255,3898.7999999999997
1278,1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,106.1,5082.8,Yes,0.66,5092.799999999999
6267,0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,84.4,5746.75,No,0.025,5739.200000000001
4227,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,87.1,6230.1,No,0.0,6271.2
1764,0,0,1,1,59,1,2,0,2,2,0,2,0,0,1,0,3,65.5,3801.3,No,0.0,3864.5
5259,1,1,1,1,60,1,2,1,2,0,0,0,0,0,0,1,2,80.95,4859.1,No,0.09,4857.0
5806,0,0,0,0,53,1,2,1,2,2,2,0,0,0,0,0,2,90.8,4921.2,No,0.165,4812.4
847,1,0,1,1,50,1,2,1,2,0,2,0,2,2,0,0,1,105.95,5341.8,Yes,0.745,5297.5
2436,1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95,No,0.02,4814.4
2641,0,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,0,108.8,7082.45,No,0.43,7072.0
3805,1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,94.65,4812.75,Yes,0.82,4827.150000000001
3398,0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,4399.5,Yes,0.305,4418.3
6793,0,0,0,0,45,1,2,1,2,2,2,2,2,2,0,1,2,115.65,5125.5,No,0.185,5204.25
992,1,0,1,1,66,1,0,1,2,2,2,0,2,2,1,1,0,103.15,7031.3,No,0.065,6807.900000000001
3317,1,0,1,1,72,1,2,0,2,2,2,2,0,0,2,0,1,72.1,5016.65,No,0.01,5191.2
6459,0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,4594.95,Yes,0.815,4657.599999999999
718,0,1,1,0,67,1,2,1,2,2,2,2,0,2,1,1,1,105.4,7035.6,No,0.06,7061.8
6492,1,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,2,85.25,6083.1,No,0.015,6138.0
4059,1,0,1,1,70,1,2,1,2,2,0,0,2,0,0,1,1,97.55,6669.05,No,0.145,6828.5
5220,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,114.45,8375.05,No,0.005,8240.4
3452,1,0,1,1,54,1,2,0,0,2,0,2,2,0,1,1,2,70.7,3770,No,0.005,3817.8
2665,0,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,75.55,4707.85,No,0.0,4759.65
889,1,0,1,1,71,1,2,1,0,2,0,2,0,0,2,1,2,84.8,6152.4,No,0.0,6020.8
4312,0,0,1,1,66,1,2,1,0,2,2,0,2,2,1,1,1,102.45,6615.15,Yes,0.65,6761.7
3461,0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,5044.8,No,0.18,4974.75
497,1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,97.65,6743.55,No,0.025,6737.85
6301,1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,5233.25,No,0.035,5219.0
5842,1,0,1,0,64,1,2,1,2,2,2,0,0,0,1,0,0,89.45,5692.65,No,0.055,5724.8
6821,1,1,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,99.0,5969.3,No,0.09,6039.0
1379,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,8100.55,No,0.01,8240.4
6096,0,0,1,0,66,1,2,1,0,2,2,2,0,0,1,1,0,90.55,6130.95,No,0.025,5976.3
6313,0,0,1,0,41,1,0,1,2,2,2,0,2,2,1,1,0,104.45,4162.05,No,0.105,4282.45
2779,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.45,8013.55,No,0.01,8384.4
907,1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832,No,0.195,5759.0
2898,0,0,0,0,50,1,0,1,0,0,2,2,0,2,2,1,0,89.7,4304.5,No,0.005,4485.0
1390,0,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,96.6,6827.5,No,0.005,6955.2
2554,1,0,0,0,62,1,0,0,2,2,0,0,2,2,1,1,1,74.3,4698.05,No,0.025,4606.599999999999
4924,1,0,1,1,54,1,0,1,0,2,0,2,0,0,2,1,0,79.95,4362.05,No,0.015,4317.3
2738,1,0,1,1,63,1,2,0,2,0,2,2,0,2,2,0,3,75.7,4676.7,No,0.005,4769.1
277,0,0,1,0,58,1,2,1,2,2,2,0,2,2,1,1,1,110.65,6526.65,No,0.29,6417.700000000001
2561,0,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,115.15,8078.1,No,0.0,8175.650000000001
2190,1,0,1,0,71,1,2,1,0,2,2,0,0,2,0,1,0,93.25,6669.45,No,0.07,6620.75
5167,0,1,0,0,41,1,2,1,2,2,2,0,2,2,0,1,2,113.2,4689.5,Yes,0.395,4641.2
1582,1,1,0,0,65,1,2,1,2,0,2,2,2,2,2,1,2,109.05,7108.2,No,0.09,7088.25
1728,1,1,1,0,60,1,2,1,0,2,2,0,2,2,1,1,2,104.35,6339.45,No,0.255,6261.0
1076,1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,92.2,6392.85,No,0.015,6269.6
5522,0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,4599.15,No,0.07,4418.400000000001
3816,0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,3,91.05,6293.75,No,0.01,6464.55
5572,1,0,1,1,72,1,2,0,2,2,2,0,0,0,2,0,1,64.45,4720,No,0.035,4640.400000000001
3630,0,0,1,1,71,1,2,1,2,2,2,2,0,0,1,1,1,95.15,6770.85,No,0.07,6755.650000000001
4008,1,1,1,0,72,1,2,1,0,2,0,0,2,2,2,0,0,98.35,6929.4,No,0.055,7081.2
3095,1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,4453.3,No,0.065,4461.0
4900,1,0,1,0,65,1,2,1,0,2,0,0,0,2,0,1,2,90.65,5931,No,0.115,5892.25
5709,1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,90.05,4931.8,No,0.44,4862.7
4957,1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,6937.95,Yes,0.64,7062.25
872,1,0,1,0,59,1,0,0,2,2,2,0,2,0,1,0,1,66.4,3958.2,No,0.135,3917.6000000000004
6570,0,0,1,0,65,1,0,0,2,0,2,2,0,0,2,0,1,58.9,3857.1,No,0.09,3828.5
2905,1,0,0,0,52,1,0,1,0,2,0,0,0,2,0,1,2,85.35,4338.6,Yes,0.725,4438.2
5015,1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4744.35,No,0.05,4752.0
5622,0,0,1,1,64,1,2,1,2,0,0,2,2,2,1,1,0,104.4,6721.6,No,0.035,6681.6
